image index	predicted index	target index	correct	path	path probability	path length	number backtracks
6056	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999198913574219, 0.9942101240158081, 0.9995146989822388, 0.9982550740242004]	5	0
6057	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6058	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999980926513672, 0.9999998807907104, 0.9999997615814209]	4	0
6059	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6060	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9994311928749084, 0.9965305924415588, 0.9954754710197449, 0.9986128807067871]	5	0
6061	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999880790710449, 0.9999986886978149]	4	0
6062	6	3	FALSE	['n00003553', 'n01471682', 'n01639765']	[0.9999958276748657, 0.7819097638130188]	3	0
6063	4	6	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.999931812286377, 0.9999693632125854, 0.9999886751174927]	5	0
6064	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9663731455802917]	5	0
6065	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999970197677612, 0.9998760223388672, 0.9993327260017395, 0.9995365142822266]	5	0
6066	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999969005584717, 0.999589741230011]	3	0
6067	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9988085031509399, 0.9998308420181274, 0.9999972581863403]	4	0
6068	3	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999217987060547, 0.9997605681419373, 0.9987290501594543, 0.9785100221633911]	5	0
6069	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999995231628418, 0.9999969005584717, 0.9999864101409912]	4	0
6070	9	8	FALSE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.716035008430481, 0.9730172157287598]	4	0
6071	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999961853027344, 0.9999667406082153, 0.9999995231628418, 0.9999983310699463]	5	0
6072	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999949932098389, 0.9999958276748657, 0.9996670484542847, 0.999954104423523]	5	0
6073	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6074	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999997615814209, 1.0, 1.0, 0.9998218417167664]	5	0
6075	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999998807907104, 1.0, 1.0]	5	0
6076	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999929666519165, 0.9999982118606567, 0.9999940395355225, 0.9999949932098389]	5	0
6077	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9998792409896851, 0.9999076128005981, 0.5498628616333008]	4	0
6078	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6079	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999884366989136, 0.9999872446060181, 0.9999911785125732, 0.9999979734420776]	5	0
6080	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6081	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999924898147583, 0.9999974966049194, 0.9999996423721313]	4	0
6082	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999996423721313, 0.9999998807907104, 0.9914153218269348]	4	0
6083	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9998326301574707, 0.865601658821106]	3	0
6084	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999980926513672, 0.9999996423721313, 0.9999761581420898]	4	0
6085	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999995231628418, 0.9999959468841553]	3	0
6086	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 1.0, 1.0]	4	0
6087	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6088	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999985694885254, 1.0]	3	0
6089	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999988079071045, 0.9999988079071045, 0.9999978542327881]	5	0
6090	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999992847442627, 1.0, 0.9999945163726807]	4	0
6091	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999938011169434, 0.9999954700469971, 0.9999978542327881]	4	0
6092	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999998807907104, 1.0, 1.0]	5	0
6093	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999998807907104, 0.999998927116394]	3	0
6094	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999996423721313, 0.999677300453186, 0.9996567964553833, 0.9998866319656372]	5	0
6095	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6096	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.999984860420227, 0.9999995231628418]	3	0
6097	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999995231628418, 0.9996486902236938, 0.9999984502792358]	5	0
6098	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6099	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9999991655349731, 1.0, 1.0]	5	0
6100	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999998807907104]	4	0
6101	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 0.999967098236084, 0.9109663367271423]	4	0
6102	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999690055847168, 0.9987094402313232, 0.9998291730880737, 0.9999840259552002]	5	0
6103	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999966621398926, 1.0]	3	0
6104	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6105	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6106	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6107	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999998807907104, 1.0]	4	0
6108	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999998807907104, 1.0, 1.0]	5	0
6109	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9988813996315002]	3	0
6110	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6111	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9977403879165649, 0.9992402791976929, 0.9998133778572083, 0.9875198602676392]	5	0
6112	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9981566071510315, 0.9993426203727722, 0.9997456669807434]	4	0
6113	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999967813491821, 0.9999958276748657]	3	0
6114	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6115	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999994039535522, 0.9999996423721313, 1.0]	4	0
6116	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999687671661377, 0.967366099357605, 0.9786251187324524, 0.9774647951126099]	5	0
6117	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6118	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9998664855957031, 0.9999555349349976, 0.9999547004699707]	4	0
6119	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6120	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999895095825195, 0.9978594183921814, 0.9996390342712402, 0.9999774694442749]	5	0
6121	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999995231628418, 0.9999994039535522]	3	0
6122	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999994039535522, 0.9999998807907104, 0.9999570846557617]	5	0
6123	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999595880508423, 1.0]	3	0
6124	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999897480010986, 0.9999971389770508, 0.9999991655349731]	4	0
6125	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999938011169434, 0.9999947547912598, 0.9984492063522339]	4	0
6126	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6127	2	5	FALSE	['n00003553', 'n01471682', 'n01503061']	[0.9999998807907104, 0.8071803450584412]	3	0
6128	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9747781157493591, 0.9863333106040955, 0.9943110942840576]	4	0
6129	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999992847442627, 0.9999991655349731, 1.0, 1.0]	5	0
6130	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999998807907104, 1.0]	4	0
6131	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6132	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 0.9999998807907104]	5	0
6133	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9995871186256409, 0.9998531341552734, 0.9999480247497559]	4	0
6134	3	3	TRUE	['n00003553', 'n03575240', 'n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.5734362006187439, 0.5734362006187439, 0.4265638291835785, 0.6520705819129944, 0.9260038733482361, 0.9948945045471191]	7	1
6135	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9998787641525269, 0.9999728202819824, 0.9999768733978271, 0.999302864074707]	5	0
6136	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999877214431763, 0.9999977350234985, 0.999998927116394]	4	0
6137	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999991655349731]	3	0
6138	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.999995231628418, 0.9999996423721313, 0.999998927116394]	5	0
6139	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 0.9999995231628418]	4	0
6140	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6141	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999895095825195, 0.9999966621398926, 0.9999990463256836]	4	0
6142	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999220371246338, 0.9991484880447388, 0.999612033367157, 0.9993071556091309]	5	0
6143	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999902248382568, 0.999998927116394, 0.9816451072692871]	4	0
6144	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.8365941047668457, 0.6446976661682129, 0.9176523685455322]	5	0
6145	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.5327826738357544]	3	0
6146	9	0	FALSE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9996898174285889, 0.8885295987129211, 0.6473438739776611]	4	0
6147	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6148	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999967813491821, 0.999997615814209, 0.999996542930603, 0.9999985694885254]	5	0
6149	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9999996423721313, 0.9999953508377075, 0.9999997615814209]	5	0
6150	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999998807907104]	4	0
6151	6	7	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n01886756', 'n02075296', 'n01886756', 'n01471682', 'n01639765']	[0.9999995231628418, 0.9995824694633484, 0.8837577104568481, 0.8837577104568481, 0.11416378617286682, 0.11416378617286682, 0.11416378617286682, 0.00040797097608447075]	9	1
6152	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9999997615814209]	3	0
6153	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999994039535522, 0.9999860525131226, 0.999923825263977, 0.999866247177124]	5	0
6154	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9998111128807068, 0.9750785827636719, 0.9907786846160889, 0.9897165894508362]	5	0
6155	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999998807907104, 0.9999998807907104, 0.9999998807907104]	4	0
6156	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 1.0]	4	0
6157	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9887014627456665, 0.9953378438949585, 0.9987844824790955]	4	0
6158	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999990463256836, 1.0, 1.0]	5	0
6159	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6160	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9828316569328308, 0.9872679114341736]	3	0
6161	6	4	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n01886756', 'n01471682', 'n01639765']	[0.9994000196456909, 0.5560001730918884, 0.6965622305870056, 0.6965622305870056, 0.6965622305870056, 0.428692489862442]	7	1
6162	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999953031539917, 0.9661113619804382, 0.9822797179222107]	4	0
6163	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999980926513672, 0.9680110812187195, 0.993895947933197, 0.9997369647026062]	5	0
6164	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999970197677612, 0.9999868869781494, 0.9999760389328003, 0.9997913241386414]	5	0
6165	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999974966049194, 0.9999984502792358, 0.9999997615814209, 0.9999990463256836]	5	0
6166	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6167	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999997615814209, 0.9999890327453613, 0.9999973773956299]	4	0
6168	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999996423721313, 0.9999995231628418, 0.9999983310699463, 0.9999998807907104]	5	0
6169	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999995231628418, 0.9999997615814209, 0.9999971389770508, 0.9979574680328369]	5	0
6170	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.999991774559021, 0.9994990825653076]	3	0
6171	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6172	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9999997615814209, 0.9999982118606567]	4	0
6173	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999998807907104]	4	0
6174	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9999973773956299, 0.9999995231628418, 0.9996542930603027]	5	0
6175	5	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.876900851726532]	5	0
6176	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6177	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6178	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9993671774864197, 0.6968648433685303, 0.9284854531288147]	5	0
6179	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999991655349731, 0.9999971389770508]	4	0
6180	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9968048334121704, 0.9770517945289612, 0.9578595161437988]	4	0
6181	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999939203262329, 0.9999998807907104]	4	0
6182	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6183	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9999998807907104]	5	0
6184	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999997615814209, 1.0, 0.9999982118606567]	4	0
6185	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999977350234985, 0.9999998807907104, 0.7105753421783447]	5	0
6186	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999988079071045, 0.9999998807907104, 0.9999995231628418]	4	0
6187	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6188	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6189	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999983310699463, 0.9999767541885376]	3	0
6190	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999978542327881, 0.9957809448242188, 0.9997609257698059, 0.9999505281448364]	5	0
6191	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999995231628418, 0.9999996423721313, 1.0]	4	0
6192	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6193	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999992847442627, 0.9999998807907104, 1.0]	4	0
6194	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999943971633911, 0.9999992847442627, 0.9999969005584717]	4	0
6195	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.999998927116394, 0.9999982118606567, 0.9999997615814209]	4	0
6196	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6197	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999951124191284, 0.9999986886978149, 0.5023602247238159, 0.9037098288536072]	5	0
6198	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6199	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
6200	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6201	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999997615814209, 0.9999994039535522, 0.9999998807907104]	5	0
6202	2	3	FALSE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9973453879356384]	3	0
6203	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6204	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999988079071045, 0.9807904958724976, 0.9886763095855713, 0.8132240772247314]	5	0
6205	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6206	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999988079071045, 0.9994572997093201, 0.9999598264694214, 0.91522616147995]	5	0
6207	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6208	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999998807907104, 1.0, 1.0]	4	0
6209	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.999990701675415, 1.0, 0.999998927116394]	5	0
6210	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.9635355472564697, 0.8954290151596069, 0.7602565288543701]	5	0
6211	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
6212	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9967142343521118, 0.9942588806152344, 0.9833106994628906, 0.9768483638763428]	5	0
6213	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.5823765397071838, 0.99846351146698, 0.9999368190765381]	5	0
6214	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999973773956299, 0.9999760389328003, 0.9999966621398926, 0.9999998807907104]	5	0
6215	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999942779541016, 0.9978408813476562]	3	0
6216	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999986886978149, 0.9999994039535522, 0.9999109506607056, 0.9999946355819702]	5	0
6217	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999971389770508, 0.9999973773956299, 0.9999996423721313]	4	0
6218	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9992607235908508, 0.9998219609260559, 0.9969596862792969]	4	0
6219	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999991655349731, 0.9999996423721313, 1.0, 0.9999974966049194]	5	0
6220	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6221	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999992847442627, 0.9999974966049194, 0.9999861717224121]	4	0
6222	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6223	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
6224	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999998807907104, 0.9999974966049194, 0.9999997615814209, 1.0]	5	0
6225	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9999994039535522, 1.0, 1.0]	5	0
6226	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
6227	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999974966049194, 1.0, 1.0]	5	0
6228	7	4	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999936819076538, 0.9999998807907104, 1.0, 0.8875131011009216]	5	0
6229	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999306201934814, 0.9999825954437256]	3	0
6230	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6231	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999624490737915, 0.9996460676193237, 0.9998999834060669]	4	0
6232	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9991418123245239, 0.9978073239326477]	3	0
6233	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999995231628418, 0.9999938011169434, 0.9999998807907104, 1.0]	5	0
6234	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999991655349731, 0.999767005443573, 0.9999966621398926, 0.9999963045120239]	5	0
6235	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6236	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999997615814209, 1.0, 0.9999995231628418]	4	0
6237	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.9999979734420776]	5	0
6238	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9996215105056763, 0.9998564720153809, 0.9996126294136047]	4	0
6239	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999995231628418, 0.9999560117721558]	3	0
6240	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999996423721313, 1.0]	3	0
6241	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999998807907104, 1.0]	4	0
6242	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999663829803467, 0.998928964138031, 0.9999469518661499, 0.9999855756759644]	5	0
6243	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999967813491821, 0.9959449172019958, 0.9990386962890625, 0.9998390674591064]	5	0
6244	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.999984622001648, 0.999416708946228, 0.9998980760574341]	4	0
