Index	GT Class	Pred Class	Path	Path Probs	Num Nodes Explored	Node Backtracks
8194	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8195	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8196	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.964, 0.9957, 0.9985, 0.9998]	4	{}
8197	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9999]	3	{}
8198	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9993, 0.8779, 0.9648]	4	{}
8199	4	-1	['n00003553']	[]	5	{'n02370806': 1, 'n01886756': 1, 'n01471682': 1, 'n03575240': 1}
8200	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 1.0, 1.0, 1.0]	4	{}
8201	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8202	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8203	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8204	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8205	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8206	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8207	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8208	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.7299, 0.9804]	3	{}
8209	2	6	['n00003553', 'n01471682']	[1.0, 0.9874]	2	{}
8210	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8211	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8212	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9989, 0.9268, 0.984, 0.9572]	4	{}
8213	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8214	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8215	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8216	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8217	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8218	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8219	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9964, 0.9993, 0.9999]	4	{}
8220	6	6	['n00003553', 'n01471682']	[0.9998, 0.9997]	2	{}
8221	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8222	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9925, 0.998]	3	{}
8223	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8224	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8225	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9999, 1.0]	3	{}
8226	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9998, 0.9985, 0.9997]	3	{}
8227	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8228	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8229	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8230	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8231	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9913, 0.9002, 0.8218, 0.902]	4	{}
8232	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8233	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9968, 0.9993, 0.9997]	4	{}
8234	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.9999, 1.0]	3	{}
8235	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8236	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.8501, 0.9678, 0.8998]	4	{}
8237	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9993, 1.0]	4	{}
8238	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9993]	3	{}
8239	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8240	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8241	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.933, 0.9963, 0.9996]	4	{}
8242	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9995, 0.9992, 0.9965, 0.9927]	4	{}
8243	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8244	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9997, 0.9999, 0.9991]	4	{}
8245	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9998]	4	{}
8246	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8247	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8248	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.987]	3	{}
8249	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8250	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8251	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9976]	4	{}
8252	2	2	['n00003553', 'n01471682']	[0.9999, 0.9999]	2	{}
8253	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8254	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9999]	3	{}
8255	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8256	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8257	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8258	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 1.0, 0.9999, 1.0]	4	{}
8259	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.9999, 1.0]	3	{}
8260	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8261	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8262	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9564, 0.9793, 0.9934]	3	{}
8263	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8264	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8265	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8266	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9999, 0.9987]	4	{}
8267	0	0	['n00003553', 'n03575240', 'n03125870']	[0.998, 0.9853, 0.9899]	3	{}
8268	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9731, 0.9814]	4	{}
8269	8	0	['n00003553', 'n03575240', 'n03125870']	[0.9985, 0.9991, 0.9984]	3	{}
8270	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8271	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9988]	4	{}
8272	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8273	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8274	6	6	['n00003553', 'n01471682']	[0.9998, 1.0]	2	{}
8275	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9996, 0.9992, 0.9682]	4	{}
8276	9	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.648, 0.9031]	3	{}
8277	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8278	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8279	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8280	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9993, 0.9999]	4	{}
8281	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9622]	4	{}
8282	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8283	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9991, 0.9999]	3	{}
8284	2	2	['n00003553', 'n01471682']	[0.9999, 0.9989]	2	{}
8285	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8286	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9997, 0.999, 0.9931]	4	{}
8287	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8288	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8289	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 0.9994, 0.9998]	4	{}
8290	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8291	6	6	['n00003553', 'n01471682']	[0.9993, 0.9866]	2	{}
8292	9	9	['n00003553', 'n03575240', 'n03791235']	[0.9993, 1.0, 1.0]	3	{}
8293	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8294	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8295	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9515, 0.8214, 0.8958, 0.9764]	4	{}
8296	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9738, 0.9899, 0.9968]	4	{}
8297	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8298	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9697, 0.9962, 0.9961]	4	{}
8299	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8300	5	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9971, 0.7825]	4	{}
8301	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9998, 1.0]	4	{}
8302	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8303	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8304	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9999, 0.9432]	3	{}
8305	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8306	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8307	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8308	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8309	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8310	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9999, 0.9992]	4	{}
8311	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8312	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9997]	3	{}
8313	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8314	6	2	['n00003553', 'n01471682']	[0.9993, 0.9687]	2	{}
8315	6	6	['n00003553', 'n01471682']	[0.9999, 1.0]	2	{}
8316	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9999]	4	{}
8317	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9998]	4	{}
8318	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8319	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8320	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8321	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8322	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8323	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8324	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9105]	4	{}
8325	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9997, 0.9967]	3	{}
8326	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 0.9998, 0.9991]	4	{}
8327	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8328	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8329	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.9996, 0.9983]	3	{}
8330	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8331	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8332	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8333	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9936, 0.9982, 0.9975]	3	{}
8334	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8335	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9983, 0.9926, 0.9914]	4	{}
8336	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8337	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9998, 0.9999]	4	{}
8338	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 0.9999, 1.0, 1.0]	4	{}
8339	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8340	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9998, 1.0, 1.0]	4	{}
8341	6	6	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
8342	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9989, 1.0]	3	{}
8343	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8344	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8345	9	9	['n00003553', 'n03575240', 'n03791235']	[0.6133, 0.9292, 0.9781]	3	{}
8346	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8347	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
8348	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8349	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
8350	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9992, 0.9994]	3	{}
8351	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9997, 0.9999, 0.9997]	3	{}
8352	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8353	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8354	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.5814, 0.9714]	4	{}
8355	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8356	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8357	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9998, 0.9999, 0.9772]	3	{}
8358	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8359	2	2	['n00003553', 'n01471682']	[1.0, 0.9693]	2	{}
8360	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8361	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9997, 0.9312, 0.9846]	3	{}
8362	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.7014]	4	{}
8363	2	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 0.9835, 0.95, 0.7877]	4	{}
8364	7	-1	['n00003553']	[]	3	{'n01471682': 1, 'n03575240': 1}
8365	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8366	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9739]	3	{}
8367	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8368	6	6	['n00003553', 'n01471682']	[0.9999, 1.0]	2	{}
8369	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9999, 1.0, 1.0, 1.0]	4	{}
8370	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
8371	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8372	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8373	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8374	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8375	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9992, 1.0, 1.0]	4	{}
8376	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8377	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8378	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.9996, 0.9881]	4	{}
8379	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8380	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8381	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.999, 0.9999]	4	{}
8382	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8383	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8384	2	2	['n00003553', 'n01471682']	[1.0, 0.9794]	2	{}
8385	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9962, 0.996]	3	{}
8386	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8387	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8388	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8389	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8390	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8391	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8392	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8393	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8394	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9998, 1.0, 0.9896, 0.9985]	4	{}
8395	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8396	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9937, 0.996, 0.989, 0.985]	4	{}
8397	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9371, 0.9663, 0.979]	3	{}
8398	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.8571, 0.9566, 0.9944]	4	{}
8399	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 0.6772, 0.9953]	4	{}
8400	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8401	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 1.0, 0.9999, 0.9999]	4	{}
8402	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9995]	3	{}
8403	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8404	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8405	0	0	['n00003553', 'n03575240', 'n03125870']	[0.4572, 0.561, 0.748]	4	{'n01471682': 1}
8406	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8407	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8408	6	2	['n00003553', 'n01471682']	[0.9997, 0.9589]	2	{}
8409	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8410	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9997, 0.8707, 0.4599]	4	{}
8411	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8412	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8413	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9941, 0.8978]	3	{}
8414	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8415	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8416	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8417	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
8418	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8419	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
8420	3	6	['n00003553', 'n01471682']	[1.0, 0.9993]	2	{}
8421	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8422	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8423	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8424	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8425	6	6	['n00003553', 'n01471682']	[1.0, 0.8614]	2	{}
8426	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8427	2	2	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
8428	5	6	['n00003553', 'n01471682']	[1.0, 0.0986]	5	{'n02075296': 1, 'n02370806': 1, 'n01886756': 1}
8429	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8430	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8431	8	8	['n00003553', 'n03575240', 'n03125870']	[0.9984, 0.9992, 0.9995]	3	{}
8432	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.8882]	4	{}
8433	3	6	['n00003553', 'n01471682']	[1.0, 0.8811]	2	{}
8434	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8435	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8436	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
8437	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
8438	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9998, 1.0, 1.0]	3	{}
8439	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8440	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.957]	4	{}
8441	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
8442	6	6	['n00003553', 'n01471682']	[0.9999, 1.0]	2	{}
8443	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
8444	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9986]	4	{}
8445	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8446	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9999, 0.9999, 1.0, 0.9893]	4	{}
8447	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9998, 0.9998]	3	{}
8448	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9983, 0.8166, 0.8814]	4	{}
8449	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9996, 0.9581, 0.9703]	3	{}
8450	9	9	['n00003553', 'n03575240', 'n03791235']	[0.9829, 0.9763, 0.966]	3	{}
8451	5	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 0.4213, 0.8256]	5	{'n02075296': 1}
8452	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
8453	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8454	2	2	['n00003553', 'n01471682']	[1.0, 0.9984]	2	{}
8455	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
8456	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9999, 0.9997, 0.9999, 1.0]	4	{}
8457	2	2	['n00003553', 'n01471682']	[1.0, 0.8282]	2	{}
8458	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
