Index	GT Class	Pred Class	Path	Path Probs	Num Nodes Explored	Node Backtracks
9262	39	39	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
9263	26	45	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n01976146']	[0.9986, 0.971, 0.986, 0.997, 0.994, 0.7272, 0.8034, 0.9862, 0.9742]	9	{}
9264	80	34	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02083346']	[1.0, 1.0, 1.0, 0.9993, 0.9999, 0.9997, 1.0, 1.0, 0.7839, 0.9423, 0.9981]	11	{}
9265	74	4	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.9313, 0.9489]	3	{}
9266	15	15	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9973, 0.9997, 0.9993]	10	{}
9267	74	50	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.722, 0.8283, 0.5722, 0.6643, 0.7502, 0.8187, 0.7391, 0.5026, 0.7067]	10	{}
9268	16	16	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503']	[1.0, 0.9998, 0.9999, 1.0, 0.5015, 0.9768, 1.0]	7	{}
9269	57	62	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 1.0, 0.9999, 0.9888, 0.9844, 0.9608]	7	{}
9270	94	94	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 0.9996, 0.9998, 0.9234, 1.0]	7	{}
9271	60	60	['n00001740', 'n00001930', 'n00002684']	[0.9999, 0.999, 0.908]	3	{}
9272	33	91	['n00001740', 'n00001930', 'n00020827']	[0.998, 0.9984, 0.9995]	3	{}
9273	83	83	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 0.9998, 1.0, 0.9873, 0.9889, 0.9969, 0.9998, 0.999]	8	{}
9274	62	62	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 1.0, 0.9854, 0.9998, 0.9952, 0.9999]	7	{}
9275	85	58	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 0.9984, 0.9962, 0.9991, 0.9998, 0.7785, 0.9987, 0.996, 0.6672, 0.9295]	10	{}
9276	48	48	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	10	{}
9277	33	33	['n00001740', 'n00002137']	[0.955, 0.9797]	2	{}
9278	11	11	['n00001740', 'n00001930', 'n00007846']	[1.0, 1.0, 0.9999]	3	{}
9279	5	25	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 1.0, 1.0, 1.0, 0.9997, 1.0, 0.5777, 0.9816]	8	{}
9280	2	-1	['n00001740']	[]	8	{'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
9281	18	-1	['n00001740']	[]	7	{'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
9282	75	75	['n00001740', 'n00002137']	[1.0, 1.0]	2	{}
9283	75	75	['n00001740', 'n00002137']	[0.9998, 0.9999]	2	{}
9284	4	6	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 0.2957, 0.6482, 0.9429, 0.9973, 0.486, 0.9358, 0.899, 0.8741]	16	{'n00020827': 1, 'n02083346': 1, 'n02127808': 1, 'n02075296': 1, 'n01886756': 1, 'n01861778': 1, 'n01471682': 1}
9285	3	31	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[0.9999, 0.9931, 0.9963, 0.9961, 0.9943, 0.9986, 0.6649, 0.9663, 0.9528]	9	{}
9286	72	4	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.5058, 0.8647]	3	{}
9287	17	17	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	6	{}
9288	89	89	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 1.0, 0.6517, 0.8986, 0.9417, 0.9473, 0.5376]	9	{}
9289	70	92	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586']	[1.0, 1.0, 1.0, 0.9999, 1.0, 0.7845]	6	{}
9290	19	19	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 1.0, 0.9999, 0.999, 0.9999, 0.9999, 1.0, 1.0, 1.0, 0.9981]	10	{}
9291	36	50	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.9982, 0.9917, 0.9458, 0.7137, 0.6651, 0.7051, 0.6311, 0.8206, 0.428]	10	{}
9292	77	22	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 0.9973, 0.9966, 0.8302, 0.9011, 0.9992, 1.0]	7	{}
9293	67	67	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n01482071']	[0.9328, 0.8237, 0.9105, 0.9452, 0.9932, 0.8657, 0.915, 0.1534, 0.5007]	10	{'n02552171': 1}
9294	83	83	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 1.0, 0.9999, 0.9732, 0.9997, 1.0, 1.0, 1.0]	8	{}
9295	63	63	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.9998, 1.0, 1.0, 0.9999, 0.9999, 1.0, 1.0, 0.7725, 0.9966]	10	{}
9296	2	2	['n00001740', 'n00001930', 'n00007846']	[1.0, 1.0, 0.9699]	3	{}
9297	92	62	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 0.9999, 0.9996, 0.9979, 0.5239, 0.9702]	7	{}
9298	17	37	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686', 'n02913152']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
9299	98	23	['n00001740', 'n00001930']	[1.0, 0.0]	7	{'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1}
9300	99	99	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 1.0, 1.0, 0.9987, 0.9996, 0.9997, 1.0]	7	{}
9301	77	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 1.0, 1.0, 0.9298, 0.9848, 1.0, 1.0]	7	{}
9302	56	56	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 0.9998, 0.9935, 0.9993, 0.8432, 0.9937, 0.9945, 0.9997]	8	{}
9303	22	10	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 0.9999, 0.9999, 0.9894, 0.9862, 0.9828, 0.9791, 0.9357]	8	{}
9304	84	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 0.9997, 0.9799, 0.9994, 0.999, 0.9994, 1.0]	7	{}
9305	14	14	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 1.0, 0.9863, 1.0, 1.0, 1.0, 0.9999]	9	{}
9306	71	71	['n00001740', 'n00001930']	[1.0, 1.0]	2	{}
9307	94	94	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 0.9999, 0.9999, 1.0, 1.0, 1.0]	7	{}
9308	44	27	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091', 'n01661818']	[1.0, 0.9784, 0.9996, 0.9997, 0.9995, 0.9616, 0.2887, 0.8106, 0.8149]	11	{'n02552171': 1, 'n02512053': 1}
9309	73	-1	['n00001740']	[]	13	{'n01471682': 1, 'n01905661': 1, 'n00015388': 1, 'n13083586': 1, 'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
9310	41	41	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9999, 0.9998, 0.9327, 0.9869, 1.0]	6	{}
9311	96	47	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5542]	8	{}
9312	91	91	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.9998, 1.0]	3	{}
9313	85	85	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 0.9999, 1.0, 1.0, 1.0, 1.0, 1.0]	9	{}
9314	43	43	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 0.9999, 0.995, 0.996, 0.9995, 0.9997, 0.9998, 0.9961, 1.0, 1.0, 1.0]	11	{}
9315	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 0.9999, 0.9985, 1.0, 1.0, 1.0]	7	{}
9316	40	71	['n00001740', 'n00001930']	[1.0, 0.0005]	10	{'n03183080': 1, 'n03094503': 1, 'n03100490': 1, 'n03575240': 1, 'n04341686': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1}
9317	97	66	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[0.9997, 0.9968, 0.9851, 0.9547, 0.9623, 0.9884, 0.997, 0.9957, 0.9747, 0.2308]	11	{'n02083346': 1}
9318	42	42	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[0.9999, 0.8921, 0.7722, 0.9369, 0.9743, 0.991, 0.9781, 0.9863, 0.9855, 0.9975, 0.9965]	11	{}
9319	96	-1	['n00001740']	[]	11	{'n02512053': 1, 'n01471682': 1, 'n00015388': 1, 'n13083586': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
9320	47	47	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 0.9999, 1.0, 1.0, 1.0, 1.0, 0.7795]	8	{}
9321	22	11	['n00001740', 'n00001930', 'n00007846']	[1.0, 0.0711, 0.7062]	7	{'n00021939': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1}
9322	1	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[1.0, 1.0, 0.9983, 0.9924, 0.9603, 0.9889, 1.0, 1.0]	8	{}
9323	46	-1	['n00001740']	[]	7	{'n09605289': 1, 'n00007846': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
9324	78	78	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091', 'n01661818']	[1.0, 1.0, 1.0, 0.9999, 0.9981, 0.9726, 0.9929, 0.999, 1.0]	9	{}
9325	72	72	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02062017']	[1.0, 0.9267, 0.9952, 0.7898, 0.608, 0.6651, 0.9209, 0.9852, 0.6972, 0.8991]	10	{}
9326	93	93	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091']	[1.0, 0.9441, 0.9633, 0.9322, 0.9643, 0.8431, 0.9433, 0.7436]	8	{}
9327	85	85	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 0.9998, 0.9983, 0.9997, 0.9996, 1.0, 1.0]	9	{}
9328	18	18	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388']	[1.0, 0.8587, 0.9291, 0.9888, 0.992, 0.9992]	6	{}
9329	63	63	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[0.9998, 0.9939, 0.965, 0.9899, 0.9296, 0.9665, 0.9898, 0.9884, 0.9874, 0.9987]	10	{}
9330	65	51	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475']	[1.0, 0.9999, 0.9999, 0.9947, 0.4492]	5	{}
9331	25	25	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 0.9999, 0.9998, 1.0, 0.9998, 0.9903, 0.9997, 1.0]	8	{}
9332	44	7	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 0.9999, 0.9999, 1.0, 1.0, 0.8983, 0.7011, 0.9567, 0.9887]	9	{}
9333	2	2	['n00001740', 'n00001930', 'n00007846']	[1.0, 0.9981, 1.0]	3	{}
9334	86	94	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9516, 0.8181]	7	{}
9335	45	18	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.0036]	8	{'n01905661': 1, 'n01471682': 1}
9336	59	59	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 0.9985, 0.9996, 0.9999, 0.9998, 1.0, 1.0, 1.0]	8	{}
9337	2	2	['n00001740', 'n00001930', 'n00007846']	[1.0, 1.0, 0.6457]	3	{}
9338	54	54	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 0.997, 0.9976, 0.9972, 0.9999, 0.9993, 0.9999]	7	{}
9339	11	98	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 0.9999, 0.9922, 0.6621]	4	{}
9340	56	56	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	8	{}
9341	75	75	['n00001740', 'n00002137']	[1.0, 1.0]	2	{}
9342	47	47	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4863]	8	{}
9343	76	76	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686', 'n02913152']	[1.0, 0.9999, 0.999, 0.9933, 1.0, 1.0, 1.0]	7	{}
9344	20	20	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9998, 1.0, 1.0]	8	{}
9345	48	41	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9964, 0.9993, 0.9999, 0.9999, 0.6861]	6	{}
9346	97	97	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02083346']	[1.0, 1.0, 0.9997, 0.2085, 0.8403, 0.9309, 0.9639, 0.9792, 0.999, 1.0, 1.0]	14	{'n03405725': 1, 'n03575240': 1, 'n00021939': 1}
9347	9	9	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9983, 1.0, 1.0]	8	{}
9348	45	41	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[0.9999, 0.8181, 0.7671, 0.521, 0.7409, 0.7528]	6	{}
9349	38	38	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[0.9982, 0.9863, 0.9617, 0.9915, 0.9997, 0.9997, 0.9998, 0.9972, 0.9999]	9	{}
9350	84	37	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686', 'n02913152']	[1.0, 1.0, 0.9999, 0.9999, 0.6712, 0.884, 0.9486]	7	{}
9351	3	75	['n00001740', 'n00002137']	[0.9976, 0.9947]	2	{}
9352	36	23	['n00001740', 'n00001930']	[1.0, 0.0]	5	{'n00002684': 1, 'n00007846': 1, 'n00020827': 1}
9353	43	43	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 0.9976, 0.9905, 0.9935, 0.9968, 0.9985, 0.9999, 0.9999, 0.9389, 0.9999, 0.9602]	11	{}
9354	84	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 0.9998, 0.9999, 0.9732, 0.9799, 0.9803]	7	{}
9355	18	18	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388']	[1.0, 1.0, 1.0, 0.9974, 0.9604, 0.9906]	6	{}
9356	6	6	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9999, 0.9649, 0.9911, 0.9879, 0.9999, 1.0]	9	{}
9357	9	-1	['n00001740']	[]	9	{'n03094503': 1, 'n03575240': 1, 'n00021939': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00001930': 1, 'n00002137': 1}
9358	72	72	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02062017']	[1.0, 0.9997, 0.9973, 0.9876, 0.996, 0.9975, 0.9911, 0.9982, 0.9992, 1.0]	10	{}
9359	38	38	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 0.9983, 0.9972, 0.9978, 0.9995, 0.9999, 0.9999, 0.8722, 0.9554]	9	{}
9360	6	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 0.9999, 0.999, 0.9376, 0.9946, 0.9944]	7	{}
9361	75	75	['n00001740', 'n00002137']	[1.0, 1.0]	2	{}
9362	15	15	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	10	{}
9363	29	29	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091', 'n01661818']	[1.0, 0.9957, 0.9968, 0.9992, 0.9999, 0.9971, 1.0, 1.0, 0.9999]	9	{}
9364	35	11	['n00001740', 'n00001930', 'n00007846']	[0.9971, 0.9845, 0.9898]	3	{}
9365	25	20	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 1.0, 1.0, 1.0, 0.9999, 0.9995, 0.9999, 0.8813]	8	{}
9366	95	30	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9931, 0.9852, 0.9923, 0.9918, 0.9647, 0.9918, 0.9986, 0.9986]	9	{}
9367	3	21	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.9943, 0.9571, 0.9844, 0.9906, 0.958, 0.7269, 0.6943, 0.666]	9	{}
9368	58	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9838, 0.9493, 0.9926, 0.9759, 0.9237]	6	{}
9369	74	74	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.9995, 1.0, 0.9999, 0.9998, 0.9997, 0.9999, 1.0, 0.9992]	9	{}
9370	44	18	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388']	[1.0, 0.9982, 0.9967, 0.8929, 0.9438, 0.0792]	9	{'n01661818': 1, 'n01661091': 1, 'n01471682': 1}
9371	83	83	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 0.9999, 0.9994, 0.9777, 0.9997, 1.0, 1.0, 0.9999]	8	{}
9372	91	23	['n00001740', 'n00001930']	[1.0, 0.0]	8	{'n00021939': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00007846': 1}
9373	74	74	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.9944, 0.9995, 0.9999, 1.0, 0.9994, 0.801, 0.9334, 0.9645]	9	{}
9374	86	86	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 1.0, 1.0, 0.5561, 0.5187, 0.5801]	6	{}
9375	25	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 0.518, 0.5636, 0.6952, 0.657, 0.6516, 0.5535]	7	{}
9376	38	-1	['n00001740']	[]	12	{'n01886756': 1, 'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
9377	58	13	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03100490', 'n04019101']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5223, 0.9793, 0.968]	8	{}
9378	36	36	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 0.999, 0.9997, 0.9999, 0.9998, 0.999, 0.9998, 1.0, 0.8576, 0.9999]	10	{}
9379	90	-1	['n00001740']	[]	13	{'n03100490': 1, 'n03094503': 1, 'n03575240': 1, 'n02913152': 1, 'n04341686': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
9380	8	8	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211']	[1.0, 0.9998, 0.9296, 0.9087, 0.851, 0.999, 1.0, 0.9997]	8	{}
9381	49	76	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686', 'n02913152']	[1.0, 0.9995, 0.9995, 0.9843, 0.9988, 0.9963, 0.9999]	7	{}
9382	65	-1	['n00001740']	[]	14	{'n02075296': 1, 'n02329401': 1, 'n01886756': 1, 'n01861778': 1, 'n01661091': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
9383	95	-1	['n00001740']	[]	8	{'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
9384	92	-1	['n00001740']	[]	10	{'n03575240': 1, 'n00021939': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
9385	14	62	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 1.0, 1.0, 0.9997, 0.9999, 1.0]	7	{}
9386	81	37	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686', 'n02913152']	[0.9942, 0.9687, 0.8844, 0.9951, 0.9685, 0.9819, 0.9844]	7	{}
9387	0	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[0.9997, 0.7772, 0.8287, 0.9596, 0.7826]	5	{}
9388	58	58	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 0.9943, 0.9993, 0.9789, 0.6375, 0.8477, 0.9861, 0.9988]	10	{}
9389	96	96	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[0.7609, 0.6469, 0.7861, 0.8329, 0.8326, 0.9962, 0.9964, 0.9993]	8	{}
9390	1	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[1.0, 1.0, 0.9999, 0.9974, 0.9997, 1.0, 0.9973, 1.0]	8	{}
9391	61	61	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 1.0, 1.0, 0.816, 0.7597]	5	{}
9392	59	59	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 0.9996, 0.9999, 1.0, 1.0, 0.9999]	8	{}
9393	21	21	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.984, 0.9904, 0.9957, 0.9996, 0.9999, 1.0, 1.0, 1.0]	9	{}
